;DES_doc_1.txt;DES_doc_10.txt;DES_doc_11.txt;DES_doc_12.txt;DES_doc_13.txt;DES_doc_14.txt;DES_doc_15.txt;DES_doc_16.txt;DES_doc_17.txt;DES_doc_18.txt;DES_doc_19.txt;DES_doc_2.txt;DES_doc_20.txt;DES_doc_21.txt;DES_doc_22.txt;DES_doc_23.txt;DES_doc_24.txt;DES_doc_25.txt;DES_doc_26.txt;DES_doc_27.txt;DES_doc_28.txt;DES_doc_29.txt;DES_doc_3.txt;DES_doc_30.txt;DES_doc_31.txt;DES_doc_32.txt;DES_doc_33.txt;DES_doc_34.txt;DES_doc_35.txt;DES_doc_36.txt;DES_doc_37.txt;DES_doc_38.txt;DES_doc_39.txt;DES_doc_4.txt;DES_doc_40.txt;DES_doc_41.txt;DES_doc_42.txt;DES_doc_43.txt;DES_doc_44.txt;DES_doc_45.txt;DES_doc_46.txt;DES_doc_47.txt;DES_doc_48.txt;DES_doc_49.txt;DES_doc_5.txt;DES_doc_50.txt;DES_doc_6.txt;DES_doc_7.txt;DES_doc_8.txt;DES_doc_9.txt;ElGamal_doc_1.txt;ElGamal_doc_10.txt;ElGamal_doc_11.txt;ElGamal_doc_12.txt;ElGamal_doc_13.txt;ElGamal_doc_14.txt;ElGamal_doc_15.txt;ElGamal_doc_16.txt;ElGamal_doc_17.txt;ElGamal_doc_18.txt;ElGamal_doc_19.txt;ElGamal_doc_2.txt;ElGamal_doc_20.txt;ElGamal_doc_21.txt;ElGamal_doc_22.txt;ElGamal_doc_23.txt;ElGamal_doc_24.txt;ElGamal_doc_25.txt;ElGamal_doc_26.txt;ElGamal_doc_27.txt;ElGamal_doc_28.txt;ElGamal_doc_29.txt;ElGamal_doc_3.txt;ElGamal_doc_30.txt;ElGamal_doc_31.txt;ElGamal_doc_32.txt;ElGamal_doc_33.txt;ElGamal_doc_34.txt;ElGamal_doc_35.txt;ElGamal_doc_36.txt;ElGamal_doc_37.txt;ElGamal_doc_38.txt;ElGamal_doc_39.txt;ElGamal_doc_4.txt;ElGamal_doc_40.txt;ElGamal_doc_41.txt;ElGamal_doc_42.txt;ElGamal_doc_43.txt;ElGamal_doc_44.txt;ElGamal_doc_45.txt;ElGamal_doc_46.txt;ElGamal_doc_47.txt;ElGamal_doc_48.txt;ElGamal_doc_49.txt;ElGamal_doc_5.txt;ElGamal_doc_50.txt;ElGamal_doc_6.txt;ElGamal_doc_7.txt;ElGamal_doc_8.txt;ElGamal_doc_9.txt;RSA_doc_1.txt;RSA_doc_10.txt;RSA_doc_11.txt;RSA_doc_12.txt;RSA_doc_13.txt;RSA_doc_14.txt;RSA_doc_15.txt;RSA_doc_16.txt;RSA_doc_17.txt;RSA_doc_18.txt;RSA_doc_19.txt;RSA_doc_2.txt;RSA_doc_20.txt;RSA_doc_21.txt;RSA_doc_22.txt;RSA_doc_23.txt;RSA_doc_24.txt;RSA_doc_25.txt;RSA_doc_26.txt;RSA_doc_27.txt;RSA_doc_28.txt;RSA_doc_29.txt;RSA_doc_3.txt;RSA_doc_30.txt;RSA_doc_31.txt;RSA_doc_32.txt;RSA_doc_33.txt;RSA_doc_34.txt;RSA_doc_35.txt;RSA_doc_36.txt;RSA_doc_37.txt;RSA_doc_38.txt;RSA_doc_39.txt;RSA_doc_4.txt;RSA_doc_40.txt;RSA_doc_41.txt;RSA_doc_42.txt;RSA_doc_43.txt;RSA_doc_44.txt;RSA_doc_45.txt;RSA_doc_46.txt;RSA_doc_47.txt;RSA_doc_48.txt;RSA_doc_49.txt;RSA_doc_5.txt;RSA_doc_50.txt;RSA_doc_6.txt;RSA_doc_7.txt;RSA_doc_8.txt;RSA_doc_9.txt
DES_doc_1.txt;1;0.997924989564;0.997983460261;0.998093914291;0.998273136075;0.998017937692;0.99837056743;0.998151810455;0.998199113203;0.997786580753;0.998182642996;0.997915373328;0.998096557204;0.998129226518;0.99817771198;0.998046478733;0.998235300641;0.998117609647;0.998218518921;0.997786612723;0.998349855427;0.998110113147;0.998319522326;0.997894597314;0.998224187401;0.998057878582;0.998128529985;0.99814036797;0.997919670844;0.998131141017;0.997857416635;0.99835973185;0.998104259038;0.998067089905;0.997797945729;0.998338307555;0.998113084953;0.997843022072;0.998186676624;0.998385995025;0.998294431584;0.998296288208;0.998002891044;0.998155671814;0.998191033344;0.998069061506;0.998054861696;0.998319021138;0.998096003681;0.998035363768;0.994245929938;0.994277317917;0.994139035181;0.994147730055;0.993933779021;0.994035285244;0.993846548606;0.993874379675;0.994117291652;0.993912029278;0.993836917694;0.994417249963;0.993721758983;0.994151776479;0.994169892156;0.994505052377;0.993875033078;0.994329935713;0.994390036743;0.994303148291;0.993968281716;0.994306745778;0.994393565145;0.994131182443;0.994272278654;0.994205164841;0.994434247354;0.993939819575;0.994100001609;0.99436161822;0.993944056628;0.993652444745;0.99407962979;0.994059189715;0.994102950835;0.994223263134;0.993985412431;0.994156194848;0.994343263883;0.994248250184;0.993883739186;0.99424229169;0.993917343565;0.994104865566;0.994093631623;0.994267158462;0.994088971033;0.993495316057;0.994451108085;0.993683971635;0.99398344209;0.99419068805;0.994425648066;0.994330900119;0.994301981748;0.994112582526;0.993981882623;0.994409724606;0.994349494299;0.994022904385;0.994252861112;0.99419068805;0.994377088143;0.994258188774;0.994368575453;0.994017051633;0.99398344209;0.99419068805;0.994425648066;0.994330900119;0.994301981748;0.994112582526;0.994425648066;0.993981882623;0.994409724606;0.994349494299;0.994022904385;0.994252861112;0.994377088143;0.994258188774;0.994368575453;0.994610792385;0.994371886291;0.994330900119;0.994381163072;0.994179385127;0.994437509695;0.99418947029;0.994389314088;0.994253958549;0.0719925913035;0.99398344209;0.99419068805;0.994425648066;0.994301981748;0.994330900119;0.994112582526;0.993981882623;0.927789206841;0.99398344209
DES_doc_10.txt;0;1;0.998455137966;0.998475056919;0.998548278236;0.998386250943;0.998865894044;0.998737874785;0.99857701536;0.998602849465;0.997929415245;0.998551942704;0.998270148183;0.998508633469;0.998396592954;0.99839996543;0.998702766427;0.998560130832;0.99884312363;0.998566535807;0.998750130915;0.998040944106;0.998375178373;0.99887089471;0.998386667149;0.998230341503;0.998586181816;0.998184285431;0.998109790602;0.998713208418;0.998479950158;0.998696833348;0.998780283732;0.998110374419;0.998259810893;0.998807633364;0.998725464923;0.998129708915;0.99861761536;0.998670518891;0.998490232678;0.998809569999;0.99836667278;0.998430131503;0.99871607762;0.998835037356;0.998138245969;0.998522789072;0.99879427146;0.998440848628;0.9958560777;0.99574732988;0.995748450584;0.995735866757;0.995733921435;0.995784732002;0.995633935508;0.995688684563;0.995669075313;0.995765028314;0.99569017876;0.995998439942;0.995609224971;0.995846388133;0.995744428948;0.996237310376;0.995581930821;0.99585635691;0.99587093156;0.995946777204;0.995739569536;0.995906171252;0.996040294284;0.995741432722;0.996012095053;0.995882757912;0.995884997139;0.995639271162;0.995803182221;0.99604010757;0.995705584673;0.995518307088;0.995871226749;0.995873557456;0.995787969393;0.995867886811;0.995599015003;0.995737911793;0.995871913362;0.995728134868;0.995715715911;0.996107063195;0.995728859804;0.995605434313;0.995664386681;0.995913758712;0.995613355465;0.99549065345;0.996127235805;0.995441435026;0.995745527242;0.995784934495;0.995943322139;0.995951155028;0.996017082583;0.995905574732;0.995871320069;0.996241485053;0.996012372134;0.99585857722;0.99580454797;0.995784934495;0.996233076279;0.995753613865;0.996147694647;0.995889900612;0.995745527242;0.995784934495;0.995943322139;0.995951155028;0.996017082583;0.995905574732;0.995943322139;0.995871320069;0.996241485053;0.996012372134;0.99585857722;0.99580454797;0.996233076279;0.995753613865;0.996147694647;0.996434730146;0.995890388806;0.995951155028;0.995958155956;0.995995176008;0.99599981836;0.995868572031;0.996154011885;0.995957906884;0.0722652267946;0.995745527242;0.995784934495;0.995943322139;0.996017082583;0.995951155028;0.995905574732;0.995871320069;0.930070046847;0.995745527242
DES_doc_11.txt;0;0;1;0.998954011328;0.998946542098;0.998447944874;0.998798181191;0.998500345227;0.998507542126;0.997947525861;0.998244069626;0.99769405561;0.998234059399;0.998224794217;0.998460064766;0.998471533779;0.998603746277;0.998725625693;0.998501017215;0.997741179126;0.998544809247;0.998456614834;0.998451503227;0.998093178163;0.998497679827;0.998302978511;0.998392120421;0.998345527746;0.998271232647;0.998460360955;0.998654464015;0.998566403258;0.998605449564;0.998362781522;0.998581676593;0.998524051404;0.998191362385;0.998338086331;0.998539492074;0.998376174731;0.998529838545;0.998343737036;0.998559451754;0.998299761247;0.998413278789;0.997962436561;0.99865332247;0.998507671042;0.998555956038;0.998380570141;0.993794271446;0.993546068714;0.993615608012;0.993768572271;0.993416330799;0.993576025891;0.993405699431;0.993470932363;0.99362940063;0.993709877027;0.993493166171;0.993903356146;0.993532497637;0.993597432089;0.993774167534;0.994306766043;0.993509168071;0.993910921909;0.993931835402;0.994007595919;0.993606853218;0.993837644286;0.993842128726;0.993706675018;0.993927724575;0.993866027466;0.994000265957;0.993477295241;0.99377683326;0.994015202837;0.993565997809;0.993111539061;0.993785792004;0.993590164997;0.993624400735;0.993965700697;0.993560198141;0.993693159525;0.993891062651;0.993738719192;0.993554434387;0.993934738169;0.993614757446;0.99346444378;0.99343399836;0.993914338416;0.993507341055;0.993083225738;0.994225920537;0.99309445863;0.993639165383;0.993692933331;0.994091551247;0.993797571965;0.993880679582;0.993902866758;0.993790553361;0.99397978624;0.993904370805;0.993800105647;0.993739179024;0.993692933331;0.994027097588;0.99389311268;0.994081112392;0.993650862912;0.993639165383;0.993692933331;0.994091551247;0.993797571965;0.993880679582;0.993902866758;0.994091551247;0.993790553361;0.99397978624;0.993904370805;0.993800105647;0.993739179024;0.994027097588;0.99389311268;0.994081112392;0.994253541025;0.993951923529;0.993797571965;0.994133614248;0.993960568277;0.993997417305;0.993811694369;0.994019901293;0.993922642487;0.0719536847874;0.993639165383;0.993692933331;0.994091551247;0.993880679582;0.993797571965;0.993902866758;0.993790553361;0.927215241019;0.993639165383
DES_doc_12.txt;0;0;0;1;0.999083333739;0.998677589232;0.998801873055;0.998624167861;0.998508269168;0.997948284434;0.99836149618;0.997907627596;0.998607098071;0.998297672573;0.998388843291;0.99850316461;0.998637818017;0.998572288335;0.998632518593;0.997849160228;0.998675850534;0.998473134206;0.998398932747;0.998214062422;0.998621543307;0.998579797834;0.998502678105;0.998548632543;0.9985421923;0.998610481628;0.998625484614;0.998888222325;0.998572460035;0.99842148892;0.998712568719;0.998725111182;0.998541187698;0.998664749533;0.998567500247;0.998419958719;0.998604912895;0.998528217067;0.998489223166;0.998695588569;0.998384185999;0.998207250798;0.998541878047;0.998494202909;0.998569567926;0.998501018644;0.994435873777;0.994176209847;0.994126103923;0.994344375281;0.994241630106;0.994179184882;0.994009090096;0.994071942369;0.994239411608;0.994222585289;0.994065799938;0.994507041722;0.994064813163;0.994270585495;0.99433922002;0.994734001562;0.994185975611;0.994605714992;0.994554714037;0.994483173713;0.994279290661;0.994455420665;0.994486903549;0.994421286063;0.994591296787;0.994338489409;0.994586978112;0.99413950835;0.994561709853;0.994691259706;0.994330414087;0.99400050453;0.994370537198;0.994263229626;0.994322170191;0.994441709723;0.994199130474;0.994352535979;0.994477072393;0.994290669129;0.994099668416;0.994529435508;0.994248220533;0.994232565486;0.99405623992;0.994578749518;0.99412051207;0.993745809856;0.994645007501;0.993809710321;0.994326602345;0.994450196755;0.994727163261;0.994514407862;0.994650193735;0.994439079553;0.994358098136;0.994561430549;0.994611016543;0.994366643864;0.994312792262;0.994450196755;0.994645420734;0.99438488522;0.994701546992;0.994422302888;0.994326602345;0.994450196755;0.994727163261;0.994514407862;0.994650193735;0.994439079553;0.994727163261;0.994358098136;0.994561430549;0.994611016543;0.994366643864;0.994312792262;0.994645420734;0.99438488522;0.994701546992;0.994990824384;0.994456631752;0.994514407862;0.994741064592;0.994403809683;0.994593430517;0.994339740628;0.994690072642;0.994733070104;0.0720481978852;0.994326602345;0.994450196755;0.994727163261;0.994650193735;0.994514407862;0.994439079553;0.994358098136;0.927979735471;0.994326602345
DES_doc_13.txt;0;0;0;0;1;0.998814653787;0.999001654823;0.998642611986;0.998394377298;0.998109689098;0.998482198891;0.997975596512;0.998744309917;0.998325677642;0.998610530286;0.998482371699;0.998605870908;0.998636360201;0.998740631066;0.997949211495;0.998795114148;0.998618503917;0.998503319587;0.998341587794;0.998579189766;0.9985934112;0.99860758445;0.998562576827;0.998617287251;0.998478516636;0.998659407873;0.998786603913;0.998530511918;0.998414177676;0.998570547399;0.998733595163;0.998321545553;0.998729578658;0.998564105891;0.998548157782;0.99865296323;0.998455329598;0.998528215994;0.998622076272;0.998518164888;0.998034305267;0.998731023654;0.998624793997;0.99860580015;0.998665161395;0.994321101224;0.994121136189;0.994198099716;0.994370366718;0.994225753992;0.994231300758;0.994000473906;0.99409938327;0.994271750518;0.994175733072;0.994131603066;0.994542228202;0.994197014081;0.994278835479;0.994406963946;0.994888755355;0.994035782632;0.994552953385;0.994598702011;0.994494638298;0.994307487516;0.994437117238;0.994485902682;0.994353971477;0.994623335663;0.994405028589;0.994613507189;0.994189990433;0.994329288659;0.994612821255;0.994141819005;0.993968780101;0.99441226113;0.994359146418;0.994283981845;0.994441861967;0.99420485619;0.994311205235;0.994414152111;0.994334843993;0.99419180944;0.994670402812;0.994253522663;0.994301085863;0.994294515647;0.994567507835;0.994156663597;0.993856812085;0.994682805033;0.993819400411;0.994359795957;0.994382202063;0.994663485712;0.994473225055;0.994582254481;0.994441887617;0.994459299324;0.994702544057;0.994627125334;0.994352453503;0.994372216973;0.994382202063;0.994666677334;0.994366879061;0.994775886226;0.994400154718;0.994359795957;0.994382202063;0.994663485712;0.994473225055;0.994582254481;0.994441887617;0.994663485712;0.994459299324;0.994702544057;0.994627125334;0.994352453503;0.994372216973;0.994666677334;0.994366879061;0.994775886226;0.994970951903;0.994430228157;0.994473225055;0.994622980273;0.994507141935;0.994552906697;0.994456476479;0.994544835074;0.994711789895;0.0720493267716;0.994359795957;0.994382202063;0.994663485712;0.994582254481;0.994473225055;0.994441887617;0.994459299324;0.9280931885;0.994359795957
DES_doc_14.txt;0;0;0;0;0;1;0.998816255629;0.998576649871;0.998570378596;0.997948478815;0.998351646716;0.997840582975;0.998384802551;0.998381444002;0.998493745312;0.998489904168;0.998332707835;0.998482949941;0.998606345016;0.997824371877;0.998659444732;0.998284342502;0.998392622287;0.998131805093;0.998507831576;0.998106582933;0.998274466244;0.998221031922;0.998313364603;0.998425640869;0.998553548323;0.998708464513;0.998507923395;0.998321064468;0.998674621397;0.998486204706;0.998216761772;0.998316724017;0.998294897265;0.998605643065;0.998458822977;0.99847923545;0.998474393726;0.998602705218;0.998436439185;0.997891374758;0.998464718774;0.998408748124;0.998508940064;0.998278477642;0.993952242186;0.99390202469;0.9939232252;0.99410237543;0.993790305611;0.993896287246;0.993582987285;0.993774591651;0.993963071542;0.993863307418;0.993574220485;0.994024513199;0.993525474828;0.99394319585;0.993853150075;0.994466007814;0.993809826483;0.994066440281;0.994111132764;0.994065030759;0.993792077177;0.994040145525;0.994002437204;0.993917866894;0.994084896952;0.993925415065;0.994093248574;0.99362623153;0.994052699139;0.994294546072;0.993818217094;0.99354170842;0.993975504454;0.993838556477;0.993828532185;0.993994216025;0.993608024211;0.993726053316;0.994013575297;0.99400050205;0.99374997702;0.994190099973;0.993831713041;0.993801849904;0.993756829842;0.994019148069;0.993837751181;0.993500584315;0.994174310456;0.993470802539;0.994020650072;0.993990226536;0.99428658895;0.994073904661;0.994175094488;0.994086847558;0.994059261677;0.994308138046;0.994283895664;0.99391689663;0.994036699732;0.993990226536;0.994258998706;0.993962991136;0.994327824849;0.994119368338;0.994020650072;0.993990226536;0.99428658895;0.994073904661;0.994175094488;0.994086847558;0.99428658895;0.994059261677;0.994308138046;0.994283895664;0.99391689663;0.994036699732;0.994258998706;0.993962991136;0.994327824849;0.994695663157;0.994074965489;0.994073904661;0.994231684203;0.994059770173;0.994126612173;0.994068977583;0.994225214853;0.994305150375;0.0720008467945;0.994020650072;0.993990226536;0.99428658895;0.994175094488;0.994073904661;0.994086847558;0.994059261677;0.927703593814;0.994020650072
DES_doc_15.txt;0;0;0;0;0;0;1;0.998999579833;0.99880354972;0.998639326923;0.998456153001;0.998531332882;0.998733570032;0.998670086541;0.998748080736;0.99874072204;0.998865995041;0.998760169906;0.998858970513;0.998295464473;0.99894270027;0.998476385016;0.998598163229;0.998722098174;0.998844775735;0.998581502964;0.998649069276;0.998477538305;0.998373344826;0.998738797682;0.998691591534;0.998848530316;0.998814300002;0.998477996695;0.998629563124;0.998960863382;0.998798244039;0.99854288221;0.998858633239;0.998688440767;0.998669709135;0.998822327104;0.998721501059;0.99872147928;0.998678783791;0.998672233644;0.998753018885;0.998772646485;0.998526759864;0.998433298911;0.99507062881;0.995087556349;0.99508417996;0.995140664713;0.995019781464;0.994962387109;0.994847967835;0.994923531854;0.995030144574;0.99501157828;0.994951646268;0.995352281841;0.994996010102;0.994979814275;0.995103118353;0.995632660295;0.994943193313;0.995339602855;0.995306104635;0.995286648189;0.99491997831;0.995186995018;0.995310710579;0.994994578242;0.995315917404;0.995222162934;0.995305136493;0.994945216453;0.995305937099;0.995441380452;0.994924363816;0.994731929073;0.995139084172;0.995163779689;0.995069266518;0.995185260818;0.994907749673;0.994975471223;0.99527250193;0.995103309388;0.995084565165;0.995337576449;0.995065366986;0.994990465968;0.99495059391;0.995333428031;0.995021182826;0.994755340697;0.995358938;0.994490717838;0.995152793498;0.995048972608;0.995442973722;0.995314472764;0.995272830519;0.995327721417;0.995301915244;0.995404643784;0.995460192929;0.995147464724;0.995151416159;0.995048972608;0.99540775211;0.995150617887;0.995464265305;0.995193533132;0.995152793498;0.995048972608;0.995442973722;0.995314472764;0.995272830519;0.995327721417;0.995442973722;0.995301915244;0.995404643784;0.995460192929;0.995147464724;0.995151416159;0.99540775211;0.995150617887;0.995464265305;0.995755397065;0.995257624524;0.995314472764;0.995431009261;0.995248151939;0.995390298177;0.995228456716;0.995564255802;0.995287088368;0.0721803892464;0.995152793498;0.995048972608;0.995442973722;0.995272830519;0.995314472764;0.995327721417;0.995301915244;0.92904225787;0.995152793498
DES_doc_16.txt;0;0;0;0;0;0;0;1;0.998998071051;0.998351442495;0.998540451936;0.998112094753;0.998493174152;0.998364000424;0.998433743229;0.998319805733;0.99871290657;0.998543937709;0.998730292232;0.998157683512;0.998799236241;0.998344246208;0.998371586696;0.998282232229;0.998642268525;0.998325161921;0.99851182844;0.998475086482;0.998193381085;0.998659138102;0.998670022097;0.998810358429;0.998682089227;0.998183751815;0.998584821902;0.99870081263;0.998485247507;0.998318157742;0.998602026915;0.998709831719;0.998580200028;0.998718364955;0.99846610225;0.99860760647;0.998534630688;0.998420436744;0.998508455278;0.998662245826;0.998585047914;0.998316598622;0.994871697;0.994743398192;0.994793566436;0.994749185497;0.994789368921;0.994795834212;0.994576945525;0.994687636564;0.994902414159;0.994743266089;0.994697318782;0.994985442961;0.994604323846;0.994779207554;0.99481545501;0.995318351945;0.994682291132;0.995007152947;0.994960934146;0.994956134128;0.994824320378;0.994956375345;0.994949956323;0.994857739789;0.99504123541;0.994910005192;0.994953049379;0.994651327576;0.994909872328;0.995116503346;0.994685727294;0.994428283392;0.994857645343;0.994858041039;0.994789817672;0.994920724143;0.994667619249;0.994658475939;0.995103953198;0.994941355488;0.9946290411;0.994944508669;0.994818513122;0.994819502282;0.994751597986;0.995002263068;0.994690648075;0.99452359021;0.995278698842;0.994426789792;0.994696644187;0.994893710524;0.995095356372;0.995037805339;0.995018010474;0.995021997538;0.994959810812;0.995070309761;0.995142814201;0.994821300136;0.994867663618;0.994893710524;0.995171938182;0.994787026983;0.995258246574;0.994882379129;0.994696644187;0.994893710524;0.995095356372;0.995037805339;0.995018010474;0.995021997538;0.995095356372;0.994959810812;0.995070309761;0.995142814201;0.994821300136;0.994867663618;0.995171938182;0.994787026983;0.995258246574;0.995454237542;0.99497796235;0.995037805339;0.994981604497;0.99498235046;0.995154674493;0.994917955575;0.995088929377;0.994978155606;0.0721384900713;0.994696644187;0.994893710524;0.995095356372;0.995018010474;0.995037805339;0.995021997538;0.994959810812;0.928698415343;0.994696644187
DES_doc_17.txt;0;0;0;0;0;0;0;0;1;0.998138914265;0.998345695599;0.997909597468;0.998274027115;0.998248183934;0.998397061849;0.998448278613;0.998550207238;0.998551140582;0.998630847936;0.997958180049;0.998675811179;0.998184989259;0.99844094539;0.998041358484;0.998501018263;0.998054045134;0.998396254659;0.998417616389;0.998250039743;0.998534669935;0.998373393191;0.998630201414;0.998467100657;0.998330829695;0.998513523655;0.998631314246;0.998311997658;0.998079593466;0.998495957177;0.998634718631;0.998395730876;0.998723068082;0.99829797591;0.998523327292;0.998472112339;0.998339487536;0.998420648307;0.998464232116;0.998601990136;0.998269208742;0.99472289543;0.994541259609;0.994777807939;0.994657526689;0.9945707518;0.994559974691;0.99453404506;0.994450939327;0.99469808193;0.994578195549;0.994450878184;0.99485843283;0.99424085028;0.99450489531;0.994646124809;0.995091825412;0.994633943251;0.9948998723;0.994869342029;0.994773121582;0.994652024821;0.994925627135;0.994743279042;0.994765931463;0.994838398727;0.994794063932;0.994923940041;0.994339334359;0.994844554017;0.994989400918;0.994539274288;0.994261323766;0.994745283002;0.994723398302;0.994675547951;0.994768187276;0.994464579928;0.994678380689;0.994827011155;0.994703183345;0.994510914097;0.994851081428;0.994658488483;0.994570211357;0.994554815342;0.994784966589;0.994620806619;0.99438387622;0.995002475139;0.994140797487;0.994653048437;0.994817200353;0.994972746357;0.994984650529;0.994877331218;0.994891192797;0.994798389696;0.995025985632;0.994983193456;0.994560028873;0.994801701885;0.994817200353;0.994955347391;0.994577896868;0.995142744063;0.994731230352;0.994653048437;0.994817200353;0.994972746357;0.994984650529;0.994877331218;0.994891192797;0.994972746357;0.994798389696;0.995025985632;0.994983193456;0.994560028873;0.994801701885;0.994955347391;0.994577896868;0.995142744063;0.995291055708;0.994910924388;0.994984650529;0.994995686821;0.994917724553;0.995106978333;0.994841480069;0.994951174338;0.994890645123;0.0721258400531;0.994653048437;0.994817200353;0.994972746357;0.994877331218;0.994984650529;0.994891192797;0.994798389696;0.928477170414;0.994653048437
DES_doc_18.txt;0;0;0;0;0;0;0;0;0;1;0.99807036759;0.99863488363;0.998382930414;0.998697180638;0.998122246928;0.998123087713;0.998591772694;0.998159122328;0.998631997113;0.998589278345;0.998493588137;0.997676482866;0.997918432296;0.998633494763;0.998235752344;0.998039275244;0.998351140783;0.997764934853;0.997467650791;0.998379938677;0.998097532459;0.998231142269;0.99844157497;0.997582979545;0.997926809278;0.998712370582;0.998571104981;0.997744314548;0.998325759307;0.998259322764;0.99801166605;0.998431869739;0.997818393687;0.99814367522;0.998416598537;0.998485157699;0.997886127034;0.998207732463;0.998105488024;0.997643745924;0.996111342977;0.996079801641;0.996037551482;0.996151310713;0.99591623733;0.995921149858;0.995815575534;0.995645438941;0.995897070494;0.99584047029;0.995831443571;0.996036591999;0.995824826538;0.996034271309;0.996033355715;0.996329691693;0.995992011677;0.996278245095;0.996265640487;0.996123344483;0.996053053634;0.996054263013;0.996291528244;0.995887950322;0.996085261533;0.996070650178;0.996146991134;0.995697178389;0.996158709065;0.996228519691;0.995965423006;0.995821217514;0.996071034797;0.995988846036;0.995952042844;0.996185075051;0.995914532486;0.995881158328;0.996044059088;0.99588095423;0.995743375058;0.996258295404;0.995912894119;0.995875410123;0.995685388936;0.996181587298;0.995829642597;0.99572935959;0.996213136332;0.995661143763;0.996082069526;0.995968467099;0.996363938835;0.996183303378;0.996113462254;0.996089944572;0.9961290318;0.996263254931;0.996291900175;0.996093315212;0.996178194606;0.995968467099;0.996274066876;0.996056601981;0.996181135188;0.996010321516;0.996082069526;0.995968467099;0.996363938835;0.996183303378;0.996113462254;0.996089944572;0.996363938835;0.9961290318;0.996263254931;0.996291900175;0.996093315212;0.996178194606;0.996274066876;0.996056601981;0.996181135188;0.99652831671;0.996230527288;0.996183303378;0.996186356238;0.996225886898;0.996323875836;0.996162588265;0.996491065703;0.996019351711;0.0723721543961;0.996082069526;0.995968467099;0.996363938835;0.996113462254;0.996183303378;0.996089944572;0.9961290318;0.930203731732;0.996082069526
